
**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_39_47 	NORMAL    	Executing precommand
2016-09-20_10_39_47 	NORMAL    	Executing steps
2016-09-20_10_39_47 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_39_47 	PASS      		Step pass.
2016-09-20_10_39_47 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_39_48 	PASS      		Step pass.
2016-09-20_10_39_48 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_39_48 	PASS      		Step pass.
2016-09-20_10_39_48 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_39_48 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_39_48 	NORMAL    	Executing postcommand
2016-09-20_10_39_48 	NORMAL    	Executing verify
2016-09-20_10_39_48 	NORMAL    		实际测试结果：[]
2016-09-20_10_39_48 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_39_55 	NORMAL    	Executing precommand
2016-09-20_10_39_55 	NORMAL    	Executing steps
2016-09-20_10_39_55 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_39_55 	PASS      		Step pass.
2016-09-20_10_39_55 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_40_05 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_40_05 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_40_05 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_40_05 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_40_05 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_40_05 	NORMAL    	Executing postcommand
2016-09-20_10_40_05 	NORMAL    	Executing verify
2016-09-20_10_40_05 	NORMAL    		实际测试结果：[]
2016-09-20_10_40_05 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_43_14 	NORMAL    	Executing precommand
2016-09-20_10_43_14 	NORMAL    	Executing steps
2016-09-20_10_43_14 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_43_14 	PASS      		Step pass.
2016-09-20_10_43_14 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_43_14 	PASS      		Step pass.
2016-09-20_10_43_14 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_43_14 	PASS      		Step pass.
2016-09-20_10_43_14 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_43_14 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_43_14 	NORMAL    	Executing postcommand
2016-09-20_10_43_14 	NORMAL    	Executing verify
2016-09-20_10_43_14 	NORMAL    		实际测试结果：[]
2016-09-20_10_43_14 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_43_24 	NORMAL    	Executing precommand
2016-09-20_10_43_24 	NORMAL    	Executing steps
2016-09-20_10_43_24 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_43_25 	PASS      		Step pass.
2016-09-20_10_43_25 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_43_25 	PASS      		Step pass.
2016-09-20_10_43_25 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_43_25 	PASS      		Step pass.
2016-09-20_10_43_25 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_43_25 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_43_25 	NORMAL    	Executing postcommand
2016-09-20_10_43_25 	NORMAL    	Executing verify
2016-09-20_10_43_25 	NORMAL    		实际测试结果：[]
2016-09-20_10_43_25 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_43_34 	NORMAL    	Executing precommand
2016-09-20_10_43_34 	NORMAL    	Executing steps
2016-09-20_10_43_34 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_43_34 	PASS      		Step pass.
2016-09-20_10_43_35 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_43_35 	PASS      		Step pass.
2016-09-20_10_43_35 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_43_35 	PASS      		Step pass.
2016-09-20_10_43_35 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_43_35 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_43_35 	NORMAL    	Executing postcommand
2016-09-20_10_43_35 	NORMAL    	Executing verify
2016-09-20_10_43_35 	NORMAL    		实际测试结果：[]
2016-09-20_10_43_35 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_43_42 	NORMAL    	Executing precommand
2016-09-20_10_43_42 	NORMAL    	Executing steps
2016-09-20_10_43_42 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_43_42 	PASS      		Step pass.
2016-09-20_10_43_42 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_43_42 	PASS      		Step pass.
2016-09-20_10_43_42 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_43_42 	PASS      		Step pass.
2016-09-20_10_43_42 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_43_42 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_43_42 	NORMAL    	Executing postcommand
2016-09-20_10_43_42 	NORMAL    	Executing verify
2016-09-20_10_43_42 	NORMAL    		实际测试结果：[]
2016-09-20_10_43_42 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_43_51 	NORMAL    	Executing precommand
2016-09-20_10_43_51 	NORMAL    	Executing steps
2016-09-20_10_43_51 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_43_51 	PASS      		Step pass.
2016-09-20_10_43_52 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_43_52 	PASS      		Step pass.
2016-09-20_10_43_52 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_43_52 	PASS      		Step pass.
2016-09-20_10_43_52 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_43_52 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_43_52 	NORMAL    	Executing postcommand
2016-09-20_10_43_52 	NORMAL    	Executing verify
2016-09-20_10_43_52 	NORMAL    		实际测试结果：[]
2016-09-20_10_43_52 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_44_14 	NORMAL    	Executing precommand
2016-09-20_10_44_14 	NORMAL    	Executing steps
2016-09-20_10_44_14 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_44_14 	PASS      		Step pass.
2016-09-20_10_44_14 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_44_14 	PASS      		Step pass.
2016-09-20_10_44_14 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_44_14 	PASS      		Step pass.
2016-09-20_10_44_14 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_44_15 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_44_15 	NORMAL    	Executing postcommand
2016-09-20_10_44_15 	NORMAL    	Executing verify
2016-09-20_10_44_15 	NORMAL    		实际测试结果：[]
2016-09-20_10_44_15 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_44_23 	NORMAL    	Executing precommand
2016-09-20_10_44_23 	NORMAL    	Executing steps
2016-09-20_10_44_23 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_44_23 	PASS      		Step pass.
2016-09-20_10_44_23 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_44_34 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_44_34 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_44_34 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_44_34 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_44_34 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_44_34 	NORMAL    	Executing postcommand
2016-09-20_10_44_34 	NORMAL    	Executing verify
2016-09-20_10_44_34 	NORMAL    		实际测试结果：[]
2016-09-20_10_44_34 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_46_15 	NORMAL    	Executing precommand
2016-09-20_10_46_15 	NORMAL    	Executing steps
2016-09-20_10_46_15 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_46_15 	PASS      		Step pass.
2016-09-20_10_46_15 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_46_26 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_46_26 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_46_26 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_46_26 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_46_26 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_46_26 	NORMAL    	Executing postcommand
2016-09-20_10_46_26 	NORMAL    	Executing verify
2016-09-20_10_46_26 	NORMAL    		实际测试结果：[]
2016-09-20_10_46_26 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_46_32 	NORMAL    	Executing precommand
2016-09-20_10_46_32 	NORMAL    	Executing steps
2016-09-20_10_46_32 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_46_32 	PASS      		Step pass.
2016-09-20_10_46_32 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_46_42 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_46_42 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_46_42 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_46_42 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_46_42 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_46_42 	NORMAL    	Executing postcommand
2016-09-20_10_46_42 	NORMAL    	Executing verify
2016-09-20_10_46_42 	NORMAL    		实际测试结果：[]
2016-09-20_10_46_42 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_10_46_55 	NORMAL    	Executing precommand
2016-09-20_10_46_55 	NORMAL    	Executing steps
2016-09-20_10_46_55 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_10_46_55 	PASS      		Step pass.
2016-09-20_10_46_55 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_10_47_05 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_10_47_05 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_10_47_05 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_10_47_05 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_10_47_05 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_10_47_05 	NORMAL    	Executing postcommand
2016-09-20_10_47_05 	NORMAL    	Executing verify
2016-09-20_10_47_05 	NORMAL    		实际测试结果：[]
2016-09-20_10_47_05 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_13_45_26 	NORMAL    	Executing precommand
2016-09-20_13_45_26 	NORMAL    	Executing steps
2016-09-20_13_45_26 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_13_45_26 	PASS      		Step pass.
2016-09-20_13_45_27 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_13_45_27 	PASS      		Step pass.
2016-09-20_13_45_27 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_13_45_27 	PASS      		Step pass.
2016-09-20_13_45_27 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_13_45_27 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_13_45_27 	NORMAL    	Executing postcommand
2016-09-20_13_45_27 	NORMAL    	Executing verify
2016-09-20_13_45_27 	NORMAL    		实际测试结果：[]
2016-09-20_13_45_27 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_13_45_35 	NORMAL    	Executing precommand
2016-09-20_13_45_35 	NORMAL    	Executing steps
2016-09-20_13_45_35 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_13_45_35 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_13_45_35 	NORMAL    	Executing postcommand
2016-09-20_13_45_36 	NORMAL    	Executing verify
2016-09-20_13_45_36 	NORMAL    		实际测试结果：[]
2016-09-20_13_45_36 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_13_45_39 	NORMAL    	Executing precommand
2016-09-20_13_45_39 	NORMAL    	Executing steps
2016-09-20_13_45_39 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_13_45_39 	ERROR     	Message: Element is not clickable at point (528, 294). Other element would receive the click: <button tabindex="0" class="x-btn-text " type="button" style="position: relative; width: 69px;"></button>

2016-09-20_13_45_39 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_13_45_39 	PASS      		Step pass.
2016-09-20_13_45_39 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_13_45_39 	PASS      		Step pass.
2016-09-20_13_45_39 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_13_45_39 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_13_45_39 	NORMAL    	Executing postcommand
2016-09-20_13_45_39 	NORMAL    	Executing verify
2016-09-20_13_45_39 	NORMAL    		实际测试结果：[]
2016-09-20_13_45_39 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_13_45_47 	NORMAL    	Executing precommand
2016-09-20_13_45_47 	NORMAL    	Executing steps
2016-09-20_13_45_47 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_13_45_47 	PASS      		Step pass.
2016-09-20_13_45_47 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_13_45_57 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_13_45_57 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_13_45_57 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_13_45_57 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_13_45_57 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_13_45_57 	NORMAL    	Executing postcommand
2016-09-20_13_45_57 	NORMAL    	Executing verify
2016-09-20_13_45_57 	NORMAL    		实际测试结果：[]
2016-09-20_13_45_57 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [3[]]  ***************
2016-09-20_13_47_37 	NORMAL    	Executing precommand
2016-09-20_13_47_37 	NORMAL    	Executing steps
2016-09-20_13_47_37 	STEP      		Step_1_info->LoginWeb.LoginStartButton.Click()
2016-09-20_13_47_37 	PASS      		Step pass.
2016-09-20_13_47_37 	STEP      		Step_2_info->LoginWeb.LoginErrorTipText.GetText()
2016-09-20_13_47_48 	ERROR     	Timeout at 10 seconds.Element(id) not found.
2016-09-20_13_47_48 	STEP      		Step_3_info->LoginWeb.LoginErrorTipBtn.GetText()
2016-09-20_13_47_48 	ERROR     	Element [LoginErrorTipBtn]: Element Index Issue! There are [2] Elements! Index=[2]
2016-09-20_13_47_48 	STEP      		Step_4_info->LoginWeb.LoginErrorTipBtn.Click1() 
2016-09-20_13_47_48 	ERROR     	class LoginErrorTipBtn has no attribute 'Click1'
2016-09-20_13_47_48 	NORMAL    	Executing postcommand
2016-09-20_13_47_48 	NORMAL    	Executing verify
2016-09-20_13_47_48 	NORMAL    		实际测试结果：[]
2016-09-20_13_47_48 	PASS      		Verify complete.[前置操作]
